KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,人口総数,男,女,世帯総数
092050660,2,鹿沼市,上大久保,0,,,134,60,74,49
092050670,2,鹿沼市,草久,0,,,508,236,272,224
092050680,2,鹿沼市,野尻,0,,,167,83,84,49
092050690,2,鹿沼市,加園,0,,,927,464,463,322
092050700,2,鹿沼市,下久我,0,,,285,138,147,105
092050710,2,鹿沼市,上久我,0,,,364,186,178,157
092050720,2,鹿沼市,上石川,0,,,2314,1212,1102,932
092050731,3,鹿沼市,西茂呂,0,,,3962,1915,2047,1490
09205073101,4,鹿沼市,西茂呂一丁目,0,,,534,256,278,203
09205073102,4,鹿沼市,西茂呂二丁目,0,,,402,204,198,176
09205073103,4,鹿沼市,西茂呂三丁目,0,,,1558,746,812,606
09205073104,4,鹿沼市,西茂呂四丁目,0,,,1468,709,759,505
092050732,3,鹿沼市,栄町,0,,,2478,1276,1202,968
09205073201,4,鹿沼市,栄町一丁目,0,,,1135,596,539,472
09205073202,4,鹿沼市,栄町二丁目,0,,,507,250,257,182
09205073203,4,鹿沼市,栄町三丁目,0,,,836,430,406,314
092050733,2,鹿沼市,茂呂,0,,,2805,1454,1351,1134
092050741,2,鹿沼市,白桑田,0,,,657,292,365,214
092050742,3,鹿沼市,松原,0,,,2198,1071,1127,798
09205074201,4,鹿沼市,松原一丁目,0,,,493,242,251,185
09205074202,4,鹿沼市,松原二丁目,0,,,405,202,203,151
09205074203,4,鹿沼市,松原三丁目,0,,,618,286,332,216
09205074204,4,鹿沼市,松原四丁目,0,,,682,341,341,246
092050750,2,鹿沼市,深津,0,,,775,383,392,246
092050760,2,鹿沼市,下石川,0,,,239,123,116,78
092050770,2,鹿沼市,池ノ森,0,,,367,187,180,128
092050780,2,鹿沼市,さつき町,0,,,-,-,-,-
092050790,2,鹿沼市,流通センター,0,,,-,-,-,-
092050800,2,鹿沼市,晃望台,0,,,863,431,432,351
092050810,3,鹿沼市,東町,0,,,2823,1412,1411,1184
09205081001,4,鹿沼市,東町一丁目,0,,,969,479,490,409
09205081002,4,鹿沼市,東町二丁目,0,,,542,276,266,233
09205081003,4,鹿沼市,東町三丁目,0,,,1312,657,655,542
092050820,3,鹿沼市,幸町,0,,,2556,1302,1254,1088
09205082001,4,鹿沼市,幸町一丁目,0,,,1276,644,632,527
09205082002,4,鹿沼市,幸町二丁目,0,,,1280,658,622,561
092050830,3,鹿沼市,緑町,0,,,3594,1809,1785,1658
09205083001,4,鹿沼市,緑町一丁目,0,,,1493,758,735,773
09205083002,4,鹿沼市,緑町二丁目,0,,,855,409,446,345
09205083003,4,鹿沼市,緑町三丁目,0,,,1246,642,604,540
092050840,2,鹿沼市,佐目町,0,,,119,58,61,36
092050850,2,鹿沼市,油田町,0,,,309,168,141,92
092050860,2,鹿沼市,下南摩町,0,,,361,174,187,125
092050870,2,鹿沼市,西沢町,0,,,1244,609,635,415
092050880,2,鹿沼市,上南摩町,0,,,486,249,237,180
092050890,2,鹿沼市,旭が丘,0,,,364,188,176,168
092050900,2,鹿沼市,楡木町,0,,,1268,613,655,482
092050910,2,鹿沼市,磯町,0,,,527,282,245,186
092050920,2,鹿沼市,野沢町,0,,,129,63,66,47
092050930,2,鹿沼市,亀和田町,0,,,302,152,150,102
092050940,2,鹿沼市,北赤塚町,0,,,403,196,207,146
092050950,2,鹿沼市,藤江町,0,,,456,234,222,150
092050960,2,鹿沼市,南上野町,0,,,690,350,340,255
092050970,2,鹿沼市,大和田町,0,,,156,85,71,54
092050980,3,鹿沼市,口粟野,0,,,2197,1119,1078,806
09205098001,4,鹿沼市,口粟野,0,,,303,168,135,108
09205098002,4,鹿沼市,口粟野,0,,,487,238,249,168
09205098003,4,鹿沼市,口粟野,0,,,113,59,54,46
09205098004,4,鹿沼市,口粟野,0,,,115,53,62,47
09205098005,4,鹿沼市,口粟野,0,,,76,39,37,30
09205098006,4,鹿沼市,口粟野,0,,,77,39,38,33
09205098007,4,鹿沼市,口粟野,0,,,79,35,44,27
09205098008,4,鹿沼市,口粟野,0,,,254,137,117,97
09205098009,4,鹿沼市,口粟野,0,,,108,58,50,50
09205098010,4,鹿沼市,口粟野,0,,,240,122,118,91
09205098011,4,鹿沼市,口粟野,0,,,241,122,119,78
09205098012,4,鹿沼市,口粟野,0,,,104,49,55,31
09205098013,4,鹿沼市,口粟野,0,,,-,-,-,-
092050990,3,鹿沼市,中粟野,0,,,283,147,136,106
09205099001,4,鹿沼市,中粟野,0,,,59,33,26,19
09205099002,4,鹿沼市,中粟野,0,,,68,33,35,31
09205099003,4,鹿沼市,中粟野,0,,,85,44,41,30
09205099004,4,鹿沼市,中粟野,0,,,71,37,34,26
092051000,3,鹿沼市,入粟野,0,,,209,108,101,84
09205100001,4,鹿沼市,入粟野,0,,,61,31,30,22
09205100002,4,鹿沼市,入粟野,0,,,58,31,27,23
09205100003,4,鹿沼市,入粟野,0,,,27,15,12,10
09205100004,4,鹿沼市,入粟野,0,,,28,14,14,10
09205100005,4,鹿沼市,入粟野,0,,,16,7,9,9
09205100006,4,鹿沼市,入粟野,0,,,19,10,9,10
09205100007,4,鹿沼市,入粟野,0,,,-,-,-,-
092051010,2,鹿沼市,柏木,0,,,54,30,24,17
092051020,3,鹿沼市,下粕尾,0,,,535,268,267,198
09205102001,4,鹿沼市,下粕尾,0,,,196,97,99,65
09205102002,4,鹿沼市,下粕尾,0,,,339,171,168,133
092051030,3,鹿沼市,中粕尾,0,,,560,292,268,210
09205103001,4,鹿沼市,中粕尾,0,,,197,103,94,77
09205103002,4,鹿沼市,中粕尾,0,,,129,71,58,47
09205103003,4,鹿沼市,中粕尾,0,,,135,70,65,47
09205103004,4,鹿沼市,中粕尾,0,,,67,35,32,27
09205103005,4,鹿沼市,中粕尾,0,,,32,13,19,12
09205103006,4,鹿沼市,中粕尾,0,,,-,-,-,-
092051040,3,鹿沼市,上粕尾,0,,,188,92,96,84
09205104001,4,鹿沼市,上粕尾,0,,,38,18,20,20
09205104002,4,鹿沼市,上粕尾,0,,,62,28,34,30
09205104003,4,鹿沼市,上粕尾,0,,,88,46,42,34
09205104004,4,鹿沼市,上粕尾,0,,,-,-,-,-
092051050,3,鹿沼市,下永野,0,,,495,258,237,168
09205105001,4,鹿沼市,下永野,0,,,171,82,89,37
09205105002,4,鹿沼市,下永野,0,,,146,81,65,65
09205105003,4,鹿沼市,下永野,0,,,95,50,45,32
09205105004,4,鹿沼市,下永野,0,,,83,45,38,34
09205105005,4,鹿沼市,下永野,0,,,-,-,-,-
092051060,3,鹿沼市,上永野,0,,,586,294,292,228
09205106001,4,鹿沼市,上永野,0,,,177,87,90,66
09205106002,4,鹿沼市,上永野,0,,,187,92,95,71
09205106003,4,鹿沼市,上永野,0,,,153,75,78,57
09205106004,4,鹿沼市,上永野,0,,,69,40,29,34
09205106005,4,鹿沼市,上永野,0,,,-,-,-,-
09205106006,4,鹿沼市,上永野,0,,,-,-,-,-
09205106007,4,鹿沼市,上永野,0,,,-,-,-,-
092051070,3,鹿沼市,久野,0,,,770,397,373,264
09205107001,4,鹿沼市,久野,0,,,309,162,147,115
09205107002,4,鹿沼市,久野,0,,,115,68,47,38
09205107003,4,鹿沼市,久野,0,,,98,47,51,35
09205107004,4,鹿沼市,久野,0,,,248,120,128,76
092051080,3,鹿沼市,深程,0,,,745,359,386,253
09205108001,4,鹿沼市,深程,0,,,106,56,50,40
09205108002,4,鹿沼市,深程,0,,,145,70,75,45
09205108003,4,鹿沼市,深程,0,,,251,108,143,76
09205108004,4,鹿沼市,深程,0,,,95,49,46,38
09205108005,4,鹿沼市,深程,0,,,-,-,-,-
09205108006,4,鹿沼市,深程,0,,,46,24,22,19
09205108007,4,鹿沼市,深程,0,,,102,52,50,35
092051090,3,鹿沼市,北半田,0,,,997,488,509,358
09205109001,4,鹿沼市,北半田,0,,,165,90,75,58
09205109002,4,鹿沼市,北半田,0,,,314,142,172,115
09205109003,4,鹿沼市,北半田,0,,,53,27,26,20
09205109004,4,鹿沼市,北半田,0,,,148,70,78,48
09205109005,4,鹿沼市,北半田,0,,,80,42,38,27
09205109006,4,鹿沼市,北半田,0,,,237,117,120,90
09206,1,日光市,,0,,,77661,37823,39838,32308
092060010,2,日光市,足尾町松原,0,,,142,71,71,87
092060020,2,日光市,足尾町赤沢,0,,,150,67,83,87
092060030,2,日光市,足尾町通洞,0,,,161,82,79,91
092060040,2,日光市,足尾町中才,0,,,74,35,39,45
092060050,2,日光市,足尾町砂畑,0,,,175,65,110,45
092060060,2,日光市,足尾町遠下,0,,,49,24,25,29
092060070,2,日光市,小滝,0,,,2,2,-,2
092060080,2,日光市,切幹,0,,,11,6,5,6
092060090,2,日光市,原,0,,,51,22,29,29
092060100,2,日光市,唐風呂,0,,,16,9,7,10
092060110,2,日光市,餅が瀬,0,,,10,6,4,6
092060120,2,日光市,足尾町本山,0,,,-,-,-,-
092060130,2,日光市,足尾町愛宕下,0,,,-,-,-,-
092060140,2,日光市,足尾町赤倉,0,,,53,23,30,31
092060150,2,日光市,足尾町南橋,0,,,5,1,4,4
092060160,2,日光市,足尾町上間藤,0,,,102,58,44,59
092060170,2,日光市,足尾町深沢,0,,,-,-,-,-
092060180,2,日光市,神子内,0,,,303,162,141,95
092060190,2,日光市,足尾町上の平,0,,,46,22,24,27
092060200,2,日光市,足尾町下間藤,0,,,32,14,18,21
092060210,2,日光市,芝の沢,0,,,-,-,-,-
092060220,2,日光市,野路又,0,,,125,57,68,64
092060230,2,日光市,田元,0,,,45,22,23,29
092060240,2,日光市,足尾町掛水,0,,,92,52,40,59
092060250,2,日光市,渡良瀬,0,,,28,16,12,18
092060260,2,日光市,足尾町向原,0,,,60,24,36,34
092060270,2,日光市,内の籠,0,,,7,4,3,4
092060280,3,日光市,,0,,,-,-,-,-
09206028001,4,日光市,字石倉山,0,,,-,-,-,-
09206028002,4,日光市,字境沢,0,,,-,-,-,-
09206028003,4,日光市,字ヲロ山,0,,,-,-,-,-
09206028004,4,日光市,字三沢,0,,,-,-,-,-
09206028005,4,日光市,字利根倉,0,,,-,-,-,-
09206028006,4,日光市,字塩の沢,0,,,-,-,-,-
092060290,2,日光市,上鉢石町,0,,,59,30,29,32
092060300,2,日光市,中鉢石町,0,,,45,19,26,21
092060310,2,日光市,下鉢石町,0,,,223,105,118,104
092060320,3,日光市,稲荷町,0,,,695,319,376,310
09206032001,4,日光市,稲荷町一丁目,0,,,196,93,103,95
09206032002,4,日光市,稲荷町二丁目,0,,,375,171,204,159
09206032003,4,日光市,稲荷町三丁目,0,,,124,55,69,56
092060330,2,日光市,御幸町,0,,,324,147,177,157
092060340,2,日光市,石屋町,0,,,177,78,99,86
092060350,2,日光市,松原町,0,,,340,160,180,146
092060360,2,日光市,相生町,0,,,218,98,120,93
092060370,2,日光市,東和町,0,,,129,68,61,59
092060380,2,日光市,若杉町,0,,,386,174,212,178
092060390,2,日光市,宝殿,0,,,90,41,49,33
092060400,2,日光市,安川町,0,,,128,55,73,71
092060410,2,日光市,匠町,0,,,218,96,122,96
092060420,2,日光市,本町,0,,,186,82,104,90
092060430,2,日光市,山内,0,,,115,52,63,43
092060440,2,日光市,萩垣面,0,,,118,59,59,54
092060450,2,日光市,花石町,0,,,256,122,134,128
092060460,2,日光市,久次良町,0,,,833,387,446,383
092060470,2,日光市,清滝安良沢町,0,,,617,272,345,241
092060480,2,日光市,清滝和の代町,0,,,-,-,-,-
092060490,2,日光市,清滝桜ケ丘町,0,,,-,-,-,-
092060500,2,日光市,清滝丹勢町,0,,,72,72,-,72
092060510,2,日光市,清滝中安戸町,0,,,40,22,18,12
092060520,2,日光市,清滝新細尾町,0,,,35,21,14,16
092060530,2,日光市,清滝町,0,,,-,-,-,-
092060540,3,日光市,清滝,0,,,533,259,274,284
09206054001,4,日光市,清滝一丁目,0,,,101,43,58,51
09206054002,4,日光市,清滝二丁目,0,,,153,73,80,80
09206054003,4,日光市,清滝三丁目,0,,,173,87,86,97
09206054004,4,日光市,清滝四丁目,0,,,106,56,50,56
092060550,2,日光市,細尾町,0,,,389,173,216,141
092060560,2,日光市,中宮祠,0,,,417,215,202,207
092060570,2,日光市,湯元,0,,,200,107,93,161
092060580,2,日光市,所野,0,,,1954,933,1021,876
092060590,2,日光市,七里,0,,,986,465,521,388
092060600,2,日光市,野口,0,,,477,220,257,157
092060610,2,日光市,和泉,0,,,355,178,177,135
092060620,2,日光市,山久保,0,,,152,74,78,57
092060630,2,日光市,日光,0,,,56,28,28,32
092060640,2,日光市,丹勢,0,,,59,29,30,21
092060650,2,日光市,南小来川,0,,,92,43,49,38
092060660,2,日光市,宮小来川,0,,,165,81,84,66
092060670,2,日光市,東小来川,0,,,104,54,50,42
092060680,2,日光市,中小来川,0,,,130,67,63,44
092060690,2,日光市,西小来川,0,,,80,39,41,38
092060700,2,日光市,滝ケ原,0,,,30,13,17,13
092060710,3,日光市,今市,0,,,6195,2938,3257,2680
09206071001,4,日光市,今市,0,,,76,37,39,31
09206071002,4,日光市,今市,0,,,35,16,19,9
09206071003,4,日光市,今市,0,,,28,15,13,11
09206071004,4,日光市,今市,0,,,373,183,190,169
09206071005,4,日光市,今市,0,,,157,80,77,72
09206071006,4,日光市,今市,0,,,52,20,32,22
09206071007,4,日光市,今市,0,,,913,421,492,415
09206071008,4,日光市,今市,0,,,765,365,400,322
09206071009,4,日光市,今市,0,,,309,126,183,188
09206071010,4,日光市,今市,0,,,1063,541,522,422
09206071011,4,日光市,今市,0,,,58,23,35,27
09206071012,4,日光市,今市,0,,,165,73,92,85
09206071013,4,日光市,今市,0,,,45,19,26,17
09206071014,4,日光市,今市,0,,,143,55,88,26
09206071015,4,日光市,今市,0,,,15,6,9,10
09206071016,4,日光市,今市,0,,,212,99,113,86
09206071017,4,日光市,今市,0,,,313,143,170,132
09206071018,4,日光市,今市,0,,,186,96,90,85
09206071019,4,日光市,今市,0,,,6,5,1,6
09206071020,4,日光市,今市,0,,,354,183,171,164
09206071021,4,日光市,今市,0,,,745,351,394,314
09206071022,4,日光市,今市,0,,,2,-,2,1
09206071023,4,日光市,今市,0,,,180,81,99,66
092060720,3,日光市,瀬川,0,,,1396,687,709,609
09206072001,4,日光市,瀬川,0,,,41,20,21,20
09206072002,4,日光市,瀬川,0,,,18,6,12,5
09206072003,4,日光市,瀬川,0,,,678,327,351,270
09206072004,4,日光市,瀬川,0,,,558,288,270,262
09206072005,4,日光市,瀬川,0,,,53,26,27,24
09206072006,4,日光市,瀬川,0,,,23,9,14,11
09206072007,4,日光市,瀬川,0,,,25,11,14,17
092060730,3,日光市,平ケ崎,0,,,2070,983,1087,868
09206073001,4,日光市,平ケ崎,0,,,244,114,130,120
09206073002,4,日光市,平ケ崎,0,,,263,127,136,111
09206073003,4,日光市,平ケ崎,0,,,1051,494,557,422
09206073004,4,日光市,平ケ崎,0,,,292,143,149,132
09206073005,4,日光市,平ケ崎,0,,,59,29,30,25
09206073006,4,日光市,平ケ崎,0,,,139,65,74,50
09206073007,4,日光市,平ケ崎,0,,,22,11,11,8
092060740,3,日光市,千本木,0,,,729,363,366,291
09206074001,4,日光市,千本木,0,,,15,5,10,5
09206074002,4,日光市,千本木,0,,,61,24,37,37
09206074003,4,日光市,千本木,0,,,167,82,85,71
09206074004,4,日光市,千本木,0,,,486,252,234,178
092060750,2,日光市,下の内,0,,,51,24,27,14
092060760,2,日光市,室瀬,0,,,109,60,49,38
092060770,3,日光市,吉沢,0,,,1220,616,604,462
09206077001,4,日光市,吉沢,0,,,41,20,21,12
09206077002,4,日光市,吉沢,0,,,1179,596,583,450
092060780,3,日光市,土沢,0,,,5583,2733,2850,2268
09206078001,4,日光市,土沢,0,,,2733,1329,1404,1140
09206078002,4,日光市,土沢,0,,,2374,1176,1198,935
09206078003,4,日光市,土沢,0,,,476,228,248,193
092060790,3,日光市,瀬尾,0,,,2845,1373,1472,1127
09206079001,4,日光市,瀬尾,0,,,924,438,486,397
09206079002,4,日光市,瀬尾,0,,,1534,777,757,564
09206079003,4,日光市,瀬尾,0,,,289,107,182,132
09206079004,4,日光市,瀬尾,0,,,54,27,27,22
09206079005,4,日光市,瀬尾,0,,,44,24,20,12
09206079021,4,日光市,瀬尾,0,,,-,-,-,-
092060800,2,日光市,文挾町,0,,,866,432,434,350
092060810,2,日光市,小倉,0,,,420,211,209,162
092060820,3,日光市,小代,0,,,1025,508,517,398
09206082001,4,日光市,小代,0,,,992,494,498,388
09206082002,4,日光市,小代,0,,,7,3,4,3
09206082003,4,日光市,小代,0,,,26,11,15,7
092060830,3,日光市,長畑,0,,,607,291,316,210
09206083001,4,日光市,長畑,0,,,360,173,187,127
09206083002,4,日光市,長畑,0,,,247,118,129,83
092060840,3,日光市,明神,0,,,1020,490,530,373
09206084001,4,日光市,明神,0,,,935,444,491,340
09206084002,4,日光市,明神,0,,,85,46,39,33
092060850,3,日光市,板橋,0,,,2419,1201,1218,917
09206085001,4,日光市,板橋,0,,,1366,680,686,554
09206085002,4,日光市,板橋,0,,,1053,521,532,363
092060860,2,日光市,手岡,0,,,364,183,181,125
092060870,2,日光市,岩崎,0,,,375,198,177,122
092060880,2,日光市,大桑町,0,,,1037,526,511,393
092060890,2,日光市,川室,0,,,585,287,298,203
092060900,2,日光市,大渡,0,,,186,94,92,54
092060910,2,日光市,町谷,0,,,303,163,140,94
092060920,2,日光市,轟,0,,,260,134,126,86
092060930,3,日光市,芹沼,0,,,534,257,277,205
09206093001,4,日光市,芹沼,0,,,36,15,21,16
09206093002,4,日光市,芹沼,0,,,94,43,51,41
09206093003,4,日光市,芹沼,0,,,404,199,205,148
092060940,2,日光市,豊田,0,,,1047,488,559,416
092060950,2,日光市,倉ケ崎新田,0,,,152,67,85,77
092060960,3,日光市,倉ケ崎,0,,,1251,585,666,475
09206096001,4,日光市,倉ケ崎,0,,,20,8,12,7
09206096002,4,日光市,倉ケ崎,0,,,23,9,14,11
09206096003,4,日光市,倉ケ崎,0,,,1208,568,640,457
092060970,2,日光市,小百,0,,,362,181,181,115
092060980,2,日光市,原宿,0,,,83,43,40,32
092060990,2,日光市,佐下部,0,,,52,27,25,27
092061000,2,日光市,栗原,0,,,429,212,217,167
092061010,2,日光市,高柴,0,,,15,7,8,5
092061020,3,日光市,大沢町,0,,,687,346,341,229
09206102001,4,日光市,大沢町,0,,,464,239,225,154
09206102002,4,日光市,大沢町,0,,,207,100,107,69
09206102003,4,日光市,大沢町,0,,,16,7,9,6
092061030,2,日光市,水無,0,,,212,112,100,83
092061040,3,日光市,森友,0,,,5368,2685,2683,2264
09206104001,4,日光市,森友,0,,,3464,1701,1763,1435
09206104002,4,日光市,森友,0,,,1904,984,920,829
092061050,3,日光市,荊沢,0,,,1073,540,533,456
09206105001,4,日光市,荊沢,0,,,491,259,232,215
09206105002,4,日光市,荊沢,0,,,582,281,301,241
092061060,2,日光市,針貝,0,,,175,93,82,59
092061070,2,日光市,大室,0,,,2058,1031,1027,753
092061080,2,日光市,薄井沢,0,,,294,151,143,121
092061090,2,日光市,根室,0,,,253,99,154,49
092061100,3,日光市,山口,0,,,758,402,356,269
09206110001,4,日光市,山口,0,,,156,88,68,61
09206110002,4,日光市,山口,0,,,602,314,288,208
092061110,3,日光市,猪倉,0,,,2329,1139,1190,864
09206111001,4,日光市,猪倉,0,,,294,146,148,97
09206111002,4,日光市,猪倉,0,,,213,107,106,87
09206111003,4,日光市,猪倉,0,,,666,329,337,242
09206111004,4,日光市,猪倉,0,,,1156,557,599,438
092061120,3,日光市,木和田島,0,,,4202,2032,2170,1534
09206112001,4,日光市,木和田島,0,,,1655,820,835,592
09206112002,4,日光市,木和田島,0,,,800,363,437,236
09206112003,4,日光市,木和田島,0,,,1747,849,898,706
092061130,3,日光市,塩野室町,0,,,916,452,464,334
09206113001,4,日光市,塩野室町,0,,,277,120,157,95
09206113002,4,日光市,塩野室町,0,,,159,82,77,48
09206113003,4,日光市,塩野室町,0,,,388,204,184,153
09206113004,4,日光市,塩野室町,0,,,92,46,46,38
092061140,2,日光市,矢野口,0,,,259,135,124,111
092061150,2,日光市,沢又,0,,,118,67,51,49
092061160,2,日光市,沓掛,0,,,189,96,93,69
092061170,2,日光市,嘉多蔵,0,,,68,34,34,24
092061180,3,日光市,小林,0,,,802,392,410,282
09206118001,4,日光市,小林,0,,,294,149,145,103
09206118002,4,日光市,小林,0,,,106,52,54,40
09206118003,4,日光市,小林,0,,,177,88,89,65
09206118004,4,日光市,小林,0,,,225,103,122,74
092061190,2,日光市,並木町,0,,,517,262,255,207
092061200,2,日光市,今市本町,0,,,623,292,331,241
092061210,2,日光市,川治温泉川治,0,,,191,73,118,110
092061220,2,日光市,川治温泉高原,0,,,104,50,54,39
092061230,2,日光市,藤原,0,,,850,419,431,392
092061240,2,日光市,鬼怒川温泉滝,0,,,865,419,446,493
092061250,2,日光市,鬼怒川温泉大原,0,,,3602,1713,1889,1960
092061260,2,日光市,小佐越,0,,,391,199,192,142
092061270,2,日光市,柄倉,0,,,433,217,216,219
092061280,2,日光市,高徳,0,,,1117,517,600,438
092061290,2,日光市,横川,0,,,39,23,16,20
092061300,2,日光市,上三依,0,,,46,24,22,24
092061310,2,日光市,中三依,0,,,120,65,55,57
092061320,2,日光市,芹沢,0,,,34,16,18,21
092061330,2,日光市,独鈷沢,0,,,17,10,7,11
092061340,2,日光市,五十里,0,,,10,4,6,5
092061350,2,日光市,川俣,0,,,110,57,53,56
092061360,2,日光市,野門,0,,,27,11,16,11
092061370,2,日光市,上栗山,0,,,60,24,36,31
092061380,2,日光市,土呂部,0,,,26,12,14,16
092061390,2,日光市,黒部,0,,,34,18,16,21
092061400,2,日光市,湯西川,0,,,441,239,202,254
092061410,2,日光市,西川,0,,,41,19,22,22
092061420,2,日光市,日向,0,,,193,99,94,93
092061430,2,日光市,日蔭,0,,,82,39,43,42
092061440,2,日光市,中央町,0,,,462,228,234,190
092061450,2,日光市,若間,0,,,27,12,15,16
092068050,2,日光市,板橋,0,,,626,293,333,257
09208,1,小山市,,0,,,166666,84450,82216,69624
092080010,3,小山市,若木町,0,,,3646,1894,1752,1689
09208001001,4,小山市,若木町一丁目,0,,,1317,673,644,607
09208001002,4,小山市,若木町二丁目,0,,,1065,562,503,512
09208001003,4,小山市,若木町三丁目,0,,,1264,659,605,570
092080020,3,小山市,花垣町,0,,,1750,918,832,891
09208002001,4,小山市,花垣町一丁目,0,,,1034,538,496,503
09208002002,4,小山市,花垣町二丁目,0,,,716,380,336,388
092080030,3,小山市,本郷町,0,,,1035,541,494,473
09208003001,4,小山市,本郷町一丁目,0,,,242,118,124,99
09208003002,4,小山市,本郷町二丁目,0,,,443,234,209,216
09208003003,4,小山市,本郷町三丁目,0,,,350,189,161,158
092080040,3,小山市,城山町,0,,,1599,731,868,789
09208004001,4,小山市,城山町一丁目,0,,,144,72,72,66
09208004002,4,小山市,城山町二丁目,0,,,844,373,471,412
09208004003,4,小山市,城山町三丁目,0,,,611,286,325,311
092080050,3,小山市,中央町,0,,,726,345,381,406
09208005001,4,小山市,中央町一丁目,0,,,108,54,54,48
09208005002,4,小山市,中央町二丁目,0,,,508,237,271,293
09208005003,4,小山市,中央町三丁目,0,,,110,54,56,65
092080060,3,小山市,宮本町,0,,,712,375,337,378
09208006001,4,小山市,宮本町一丁目,0,,,5,3,2,2
09208006002,4,小山市,宮本町二丁目,0,,,302,152,150,165
09208006003,4,小山市,宮本町三丁目,0,,,405,220,185,211
092080070,3,小山市,八幡町,0,,,885,457,428,374
09208007001,4,小山市,八幡町一丁目,0,,,483,252,231,212
09208007002,4,小山市,八幡町二丁目,0,,,402,205,197,162
092080080,3,小山市,天神町,0,,,998,487,511,494
09208008001,4,小山市,天神町一丁目,0,,,524,256,268,247
09208008002,4,小山市,天神町二丁目,0,,,474,231,243,247
092080090,3,小山市,神明町,0,,,107,52,55,55
09208009001,4,小山市,神明町一丁目,0,,,28,15,13,12
09208009002,4,小山市,神明町二丁目,0,,,79,37,42,43
092080100,3,小山市,駅東通り,0,,,4919,2583,2336,2643
09208010001,4,小山市,駅東通り一丁目,0,,,2140,1133,1007,1172
09208010002,4,小山市,駅東通り二丁目,0,,,1446,721,725,742
09208010003,4,小山市,駅東通り三丁目,0,,,1333,729,604,729
092080110,2,小山市,大字稲葉郷,0,,,70,38,32,36
092080120,2,小山市,大字小山,0,,,1757,878,879,741
092080130,2,小山市,大字神鳥谷,0,,,2155,1054,1101,944
092080140,2,小山市,大字外城,0,,,1039,509,530,414
092080150,3,小山市,駅南町,0,,,5377,2792,2585,2554
09208015001,4,小山市,駅南町一丁目,0,,,930,489,441,456
09208015002,4,小山市,駅南町二丁目,0,,,682,337,345,293
09208015003,4,小山市,駅南町三丁目,0,,,1191,609,582,537
09208015004,4,小山市,駅南町四丁目,0,,,835,469,366,432
09208015005,4,小山市,駅南町五丁目,0,,,793,418,375,378
09208015006,4,小山市,駅南町六丁目,0,,,946,470,476,458
092080160,3,小山市,三峯,0,,,1008,564,444,560
09208016001,4,小山市,三峯一丁目,0,,,310,186,124,196
09208016002,4,小山市,三峯二丁目,0,,,698,378,320,364
092080170,3,小山市,神山,0,,,1148,655,493,599
09208017001,4,小山市,神山一丁目,0,,,417,230,187,247
09208017002,4,小山市,神山二丁目,0,,,731,425,306,352
092080180,3,小山市,神鳥谷,0,,,2615,1318,1297,1205
09208018001,4,小山市,神鳥谷一丁目,0,,,504,236,268,225
09208018002,4,小山市,神鳥谷二丁目,0,,,778,406,372,363
09208018003,4,小山市,神鳥谷三丁目,0,,,242,131,111,116
09208018004,4,小山市,神鳥谷四丁目,0,,,316,162,154,183
09208018005,4,小山市,神鳥谷五丁目,0,,,608,302,306,244
09208018006,4,小山市,神鳥谷六丁目,0,,,167,81,86,74
092080190,3,小山市,城東,0,,,7504,3898,3606,3521
09208019001,4,小山市,城東一丁目,0,,,743,392,351,400
09208019002,4,小山市,城東二丁目,0,,,1552,814,738,732
09208019003,4,小山市,城東三丁目,0,,,665,333,332,334
09208019004,4,小山市,城東四丁目,0,,,880,427,453,404
09208019005,4,小山市,城東五丁目,0,,,948,505,443,409
09208019006,4,小山市,城東六丁目,0,,,1172,609,563,533
09208019007,4,小山市,城東七丁目,0,,,1544,818,726,709
092080200,2,小山市,大字土塔,0,,,3266,1699,1567,1404
092080210,2,小山市,大字犬塚,0,,,2765,1338,1427,1053
092080221,3,小山市,中久喜,0,,,2069,1035,1034,854
09208022101,4,小山市,中久喜一丁目,0,,,430,224,206,192
09208022102,4,小山市,中久喜二丁目,0,,,46,26,20,15
09208022103,4,小山市,中久喜三丁目,0,,,430,216,214,176
09208022104,4,小山市,中久喜四丁目,0,,,476,244,232,195
09208022105,4,小山市,中久喜五丁目,0,,,687,325,362,276
092080222,2,小山市,大字中久喜,0,,,2579,1308,1271,834
092080230,2,小山市,大字塚崎,0,,,1277,616,661,388
092080240,2,小山市,大字横倉新田,0,,,5488,2766,2722,2174
092080250,2,小山市,大字横倉,0,,,3748,1932,1816,1506
092080260,2,小山市,大字向原新田,0,,,40,22,18,19
092080270,2,小山市,大字雨ヶ谷新田,0,,,2472,1299,1173,1108
092080280,2,小山市,大字雨ヶ谷,0,,,2661,1602,1059,1409
092080290,2,小山市,大字田間,0,,,687,345,342,215
092080300,2,小山市,大字武井,0,,,351,183,168,117
092080310,2,小山市,大字東野田,0,,,1166,584,582,390
092080320,2,小山市,大字南和泉,0,,,445,227,218,142
092080330,2,小山市,大字間々田,0,,,6902,3424,3478,2716
092080340,2,小山市,大字千駄塚,0,,,966,471,495,391
092080350,2,小山市,大字粟宮,0,,,3003,1532,1471,1285
092080360,3,小山市,粟宮,0,,,364,188,176,152
09208036001,4,小山市,粟宮一丁目,0,,,316,162,154,127
